"249180010","PSZCZYNA                      ","2024","07","01",28.9,,16.6,,20.9,,15.6,,3.8,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","02",20.4,,13.3,,16.6,,14.1,,0.1,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","03",18.9,,12.6,,16.2,,11.1,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","04",21.6,,12.1,,17.4,,10.7,,0.5,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","05",23.4,,12.7,,19.0,,11.6,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","06",29.3,,15.7,,22.5,,15.1,,0.3,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","07",23.7,,15.6,,19.4,,14.6,,2.0,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","08",25.2,,15.0,,20.3,,14.8,,0.3,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","09",30.5,,16.5,,23.5,,13.1,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","10",34.0,,18.6,,26.7,,16.1,,0.4,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","11",29.9,,19.6,,23.7,,18.3,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","12",30.3,,17.5,,22.5,,15.4,,41.4,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","13",28.5,,16.6,,21.9,,15.6,,2.9,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","14",27.6,,14.6,,21.9,,15.6,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","15",30.5,,16.5,,23.5,,15.1,,7.4,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","16",30.9,,17.7,,23.5,,17.1,,5.0,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","17",27.3,,18.0,,22.5,,17.0,,0.3,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","18",27.9,,13.6,,21.8,,13.1,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","19",28.3,,14.8,,22.2,,14.1,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","20",28.9,,14.2,,21.8,,15.4,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","21",28.9,,15.7,,22.7,,14.2,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","22",31.0,,15.0,,23.0,,14.2,,2.0,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","23",26.5,,18.1,,22.0,,19.2,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","24",23.3,,14.9,,19.0,,14.0,,4.1,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","25",24.1,,12.8,,18.7,,12.7,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","26",26.6,,10.7,,19.2,,9.7,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","27",31.6,,15.0,,23.3,,14.1,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","28",26.7,,17.1,,21.3,,17.4,,4.8,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","07","29",23.1,,10.1,,17.6,,8.9,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","30",28.2,,10.2,,18.7,,8.7,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","07","31",29.8,,9.6,,20.4,,8.1,,,"9",,,"9"
"249180160","BRENNA                        ","2024","07","01",28.4,,14.7,,19.9,,13.4,,6.3,,"W",,"9"
"249180160","BRENNA                        ","2024","07","02",19.6,,12.0,,15.6,,10.4,,0.2,,"W",,"9"
"249180160","BRENNA                        ","2024","07","03",19.3,,10.3,,15.2,,8.5,,,"9",,,"9"
"249180160","BRENNA                        ","2024","07","04",20.3,,10.0,,16.3,,8.4,,0.4,,"W",,"9"
"249180160","BRENNA                        ","2024","07","05",22.8,,12.0,,17.4,,9.7,,,"9",,,"9"
"249180160","BRENNA                        ","2024","07","06",27.5,,12.0,,22.2,,10.7,,,"9",,,"9"
"249180160","BRENNA                        ","2024","07","07",26.6,,15.9,,20.1,,12.4,,0.0,,"W",,"9"
"249180160","BRENNA                        ","2024","07","08",23.7,,13.7,,19.5,,11.9,,,"9",,,"9"
